category,scientific_name,common_names,conservation_status
Vascular Plant,Triglochin palustre,Slender Arrow-Grass,Threatened
Vascular Plant,Potamogeton alpinus,Alpine Pondweed,
Vascular Plant,Potamogeton amplifolius,Largeleaf Pondweed,Threatened
Vascular Plant,Potamogeton epihydrus,Ribbonleaf Pondweed,
Vascular Plant,Potamogeton foliosus ssp. fibrillosus,Leafy Pondweed,
Vascular Plant,Potamogeton foliosus ssp. foliosus,Leafy Pondweed,Endangered
Vascular Plant,Potamogeton friesii,"Flat-Stalk Pondweed, Fries' Pondweed",
Vascular Plant,Potamogeton gramineus,"Grassy Pondweed, Variableleaf Pondweed",
Vascular Plant,Potamogeton natans,"Broadleaf Pondweed, Floating Pondweed, Floatingleaf Pondweed",Species of Concern
Vascular Plant,Potamogeton nodosus,"Longleaf Pondweed, Long-Leaf Pondweed",
Vascular Plant,Potamogeton obtusifolius,Bluntleaf Pondweed,
Vascular Plant,Potamogeton praelongus,"Whitestem Pondweed, White-Stem Pondweed",Species of Concern
Vascular Plant,Potamogeton pusillus,"Baby Pondweed, Small Pondweed",
Vascular Plant,Potamogeton pusillus ssp. pusillus,Small Pondweed,
Vascular Plant,Potamogeton pusillus ssp. tenuissimus,Small Pondweed,In Recovery
Vascular Plant,Potamogeton robbinsii,"Robbins Pondweed, Robbins' Pondweed",Endangered
Vascular Plant,Potamogeton strictifolius,"Narrowleaf Pondweed, Straight-Leaf Pondweed",
Vascular Plant,Potamogeton zosteriformis,Flat-Stemmed Pondweed,
Vascular Plant,Stuckenia filiformis ssp. alpinus,"Fineleaf Pondweed, Northern Slender Pondweed",
Vascular Plant,Stuckenia filiformis ssp. occidentalis,"Slender Pondweed, Western Fineleaf Pondweed",Threatened
Vascular Plant,Stuckenia vaginata,Sheathed Pondweed,Endangered
Vascular Plant,Zannichellia palustris,"Horned Pondweed, Horned Poolmat, Horned-Pondweed",
Vascular Plant,Ruppia cirrhosa,Spiral Ditchgrass,
Vascular Plant,Scheuchzeria palustris,Rannoch-Rush,Threatened
Vascular Plant,Angelica arguta,"Angelica, Lyall's Angelica, Sharptooth Angelica",Species of Concern
Vascular Plant,Angelica pinnata,"Smallleaf Angelica, Small-Leaf Angelica",
Vascular Plant,Angelica roseana,Rose Angelica,
Vascular Plant,Bupleurum americanum,American Thorow Wax,
Vascular Plant,Carum carvi,"Caraway, Wild Caraway",Species of Concern
Vascular Plant,Cicuta maculata var. angustifolia,"Common Water Hemlock, Poison Parsnip, Spotted Cowbane, Spotted Parsley, Spotted Water Hemlock, Spotted Water-Hemlock, Water Hemlock",
Vascular Plant,Conium maculatum,"Cigue Maculee, Cigue Tachetee, Deadly Hemlock, Poison Hemlock, Poison Parsley, Poison-Hemlock",
Vascular Plant,Cymopterus nivalis,Snowline Springparsley,Endangered
Vascular Plant,Daucus carota,"Bird's Nest, Queen Anne's Lace, Wild Carrot",
Vascular Plant,Ligusticum canbyi,"Canby's Licorice-Root, Canby's Lovage",
Vascular Plant,Ligusticum filicinum,"Fernleaf Licoriceroot, Fernleaf Licorice-Root",
Vascular Plant,Lomatium ambiguum,Wyeth Biscuitroot,
Vascular Plant,Lomatium cous,"Cous Biscuitroot, Cous' Biscuitroot, Cous-Root Desert-Parsley",
Vascular Plant,Lomatium dissectum var. multifidum,Carrotleaf Biscuitroot,
Vascular Plant,Lomatium macrocarpum,"Bigseed Biscuitroot, Bigseed Lomatium, Largefruit Biscuitroot, Large-Fruit Desert-Parsley, Long Mamma",Threatened
Vascular Plant,Musineon divaricatum,"Leafy Musineon, Leafy Wild Parsley, Leafy Wildparsley, Wildparsley",
Vascular Plant,Orogenia linearifolia,"Great Basin Indian Potato, Indianpotato",
Vascular Plant,Osmorhiza berteroi,"Mountain Sweetroot, Sweet Cicely, Sweetcicely",Threatened
Vascular Plant,Osmorhiza depauperata,"Blunt-Fruit Sweet-Cicely, Bluntseed Sweetroot",
Vascular Plant,Pastinaca sativa,Wild Parsnip,Species of Concern
Vascular Plant,Sanicula graveolens,"Northern Sanicle, Sierra Sanicle",
Vascular Plant,Sanicula marilandica,"Black Sanicle, Maryland Black-Snakeroot, Maryland Sanicle",In Recovery
Vascular Plant,Sium suave,"Common Waterparsnip, Hemlock Waterparsnip, Hemlock Water-Parsnip",Species of Concern
Vascular Plant,Zizia aptera,"Heartleaf Alexanders, Heart-Leaf Alexanders, Meadow Zizia, Meadowparsnip",
Vascular Plant,Allium brandegeei,Brandegee's Onion,
Vascular Plant,Allium brevistylum,Shortstyle Onion,Species of Concern
Vascular Plant,Allium cernuum,Nodding Onion,
Vascular Plant,Allium geyeri var. tenerum,Bulbil Onion,Threatened
Vascular Plant,Allium schoenoprasum,"Wild Chive, Wild Chives",Species of Concern
Vascular Plant,Allium textile,"Prairie Onion, Textile Onion, Wild Onion",Species of Concern
Vascular Plant,Asparagus officinalis,"Asparagus, Garden Asparagus, Garden-Asparagus",
Vascular Plant,Camassia quamash,"Common Camas, Small Camas",Species of Concern
Vascular Plant,Maianthemum stellatum,"False Solomon's Seal, Little False Solomon's-Seal, Star False Solomon's-Seal, Star-Flower Solomon's-Seal, Starry False Lily Of The Valley, Starry False Solomon's Seal, Starry False Solomon's-Seal, Starry Solomon's-Seal",Species of Concern
Vascular Plant,Triteleia grandiflora var. grandiflora,Largeflower Triteleia,Threatened
Vascular Plant,Yucca glauca,"Beargrass, Great Plains Yucca, Small Soapweed, Soapweed Yucca, Spanish Bayonet, Yucca",
Vascular Plant,Iris missouriensis,"Rocky Mountain Iris, Western Blue Flag, Wild Iris, Wildiris",Species of Concern
Vascular Plant,Sisyrinchium idahoense var. idahoense,Idaho Blue-Eyed Grass,
Vascular Plant,Sisyrinchium idahoense var. occidentale,Idaho Blue-Eyed Grass,In Recovery
Vascular Plant,Sisyrinchium montanum,"Mountain Blueeyed Grass, Mountain Blue-Eyed Grass, Strict Blue-Eyed Grass, Strict Blue-Eyed-Grass",Species of Concern
Vascular Plant,Calypso bulbosa,"Fairy Slipper, Fairyslipper, Fairyslipper Orchid, Fairy-Slipper Orchid",
Vascular Plant,Corallorrhiza mertensiana,Pacific Coralroot,
Vascular Plant,Corallorrhiza striata,"Hooded Coralroot, Striped Coralroot",Species of Concern
Vascular Plant,Corallorrhiza trifida,"Early Coralroot, Yellow Coralroot",
Vascular Plant,Corallorrhiza wisteriana,"Coralroot, Spring Coralroot",Threatened
Vascular Plant,Epipactis gigantea,"Giant Helleborine, Stream Orchid",
Vascular Plant,Goodyera oblongifolia,"Rattlesnake Plantain, Western Rattlesnake Plantain",Species of Concern
Vascular Plant,Listera borealis,"Northern Listera, Northern Twayblade",Threatened
Vascular Plant,Listera caurina,Northwestern Twayblade,
Vascular Plant,Listera convallarioides,"Broadleaf Twayblade, Broad-Lip Twayblade, Broadlipped Listera, Broadlipped Twayblade",Species of Concern
Vascular Plant,Listera cordata,Heartleaf Twayblade,
Vascular Plant,Piperia unalascensis,"Alaska Bog Orchid, Alaska Rein Orchid, Alaskan Rein-Orchid, Slender-Spire Orchid",In Recovery
Vascular Plant,Platanthera dilatata var. albiflora,Scentbottle,Species of Concern
Vascular Plant,Platanthera dilatata var. dilatata,Scentbottle,Species of Concern
Vascular Plant,Platanthera hyperborea,"Northern Bog Orchid, Northern Green Orchid",Species of Concern
Vascular Plant,Platanthera obtusata,"Bluntleaved Orchid, Northern Small Bog Orchid",
Vascular Plant,Platanthera stricta,"Modoc Bog Orchid, Slender Bog Orchid",
Vascular Plant,Spiranthes romanzoffiana,"Hooded Ladiestresses, Hooded Ladies'-Tresses, Hooded Lady's Tresses",
Vascular Plant,Agoseris aurantiaca,"Orange Agoseris, Orange-Flowered False-Dandelion",Species of Concern
Vascular Plant,Agoseris glauca var. dasycephala,"Pale Agoseris, Pale Goat-Chicory",Endangered
Vascular Plant,Agoseris glauca var. glauca,Pale Agoseris,
Vascular Plant,Agoseris glauca var. laciniata,"Arizona Mountain Dandelion, False Agoseris",Species of Concern
Vascular Plant,Agoseris lackschewitzii,Mill Creek Agoseris,
Vascular Plant,Ambrosia artemisiifolia,"Annual Ragweed, Common Ragweed, Low Ragweed, Ragweed, Roman Wormwood, Short Ragweed, Small Ragweed",Species of Concern
Vascular Plant,Ambrosia psilostachya,"Cuman Ragweed, Perennial Ragweed, Western Ragweed",
Vascular Plant,Anaphalis margaritacea,"Common Pearlyeverlasting, Pearly Everlasting, Pearly-Everlasting, Western Pearly Everlasting, Western Pearlyeverlasting",
Vascular Plant,Antennaria anaphaloides,"Pearly Pussytoes, Pussytoes, Tall Everlasting",Species of Concern
Vascular Plant,Antennaria aromatica,Scented Pussytoes,
Vascular Plant,Antennaria corymbosa,"Flattop Pussytoes, Flat-Top Pussytoes, Meadow Everlasting",Species of Concern
Vascular Plant,Antennaria dimorpha,"Low Everlasting, Low Pussytoes",Species of Concern
Vascular Plant,Antennaria flagellaris,"Stoloniferous Pussy-Toes, Whip Pussytoes",Threatened
Vascular Plant,Antennaria lanata,Woolly Pussytoes,Species of Concern
Vascular Plant,Antennaria luzuloides,Rush Pussytoes,
Vascular Plant,Antennaria media,Rocky Mountain Pussytoes,
Vascular Plant,Antennaria microphylla,"Littleleaf Pussytoes, Rocky Mountain Pussytoes, Small Leaf Everlasting, Smallleaf Pussytoes",
Vascular Plant,Antennaria parvifolia,Smallleaf Pussytoes,
Vascular Plant,Antennaria pulcherrima,Showy Pussytoes,Threatened
Vascular Plant,Antennaria racemosa,Raceme Pussytoes,
Vascular Plant,Antennaria rosea,"Rosy Pussytoes, Rosy Pussy-Toes",
Vascular Plant,Antennaria umbrinella,"Brown Everlasting, Umber Pussytoes",
Vascular Plant,Anthemis tinctoria,Golden Chamomile,
Vascular Plant,Arctium lappa,"Great Burdock, Greater Burdock, Greater Burrdock, Woodland Burdock",
Vascular Plant,Arctium minus,"Beggar's Button, Burdock, Common Burdock, Lesser Burdock, Lesser Burrdock, Small Burdock, Smaller Burdock, Wild Burdock, Wild Rhubarb",Species of Concern
Vascular Plant,Arnica cordifolia,"Heartleaf Arnica, Heart-Leaf Leopardbane",
Vascular Plant,Arnica fulgens,"Foothill Arnica, Orange Arnica, Shining Leopardbane",
Vascular Plant,Arnica latifolia,Broadleaf Arnica,Endangered
Vascular Plant,Arnica longifolia,"Longleaf Arnica, Spearleaf Arnica",Species of Concern
Vascular Plant,Arnica mollis,"Hairy Arnica, Wooly Arnica",Species of Concern
Vascular Plant,Arnica parryi,"Nodding Arnica, Parry's Arnica, Sonne's Arnica",
Vascular Plant,Arnica rydbergii,"Rydberg's Arnica, Subalpine Arnica",Threatened
Vascular Plant,Arnica sororia,Twin Arnica,Species of Concern
Vascular Plant,Artemisia absinthium,"Absinth Sagewort, Absinth Wormwood, Absinthium, Common Sagewort",Species of Concern
Vascular Plant,Artemisia biennis var. biennis,Biennial Wormwood,Species of Concern
Vascular Plant,Artemisia dracunculus,"False Tarragon, Green Sagewort, Silky Wormwood, Tarragon, Wormwood",
Vascular Plant,Artemisia frigida,"Fringed Sagebrush, Fringed Sagewort, Prairie Sagewort",Species of Concern
Vascular Plant,Artemisia michauxiana,"Michaux's Sagebrush, Michaux's Sagewort, Michaux's Wormwood",Threatened
Vascular Plant,Artemisia nova,Black Sagebrush,
Vascular Plant,Artemisia scopulorum,"Alpine Sagebrush, Dwarf Sagebrush",
Vascular Plant,Artemisia tridentata var. tridentata,"Basin Sagebrush, Big Sagebrush",Species of Concern
Vascular Plant,Balsamorhiza sagittata,Arrowleaf Balsamroot,
Vascular Plant,Bidens cernua,"Bur Marigold, Nodding Beggartick, Nodding Beggarticks, Nodding Bur Marigold, Nodding Burmarigold, Nodding Bur-Marigold, Nodding Burr-Marigold, Sticktight",Species of Concern
Vascular Plant,Brickellia grandiflora,"Mountain Brickellbush, Tasselflower Brickellbush, Tasselflower Brickellia",Species of Concern
Vascular Plant,Carduus acanthoides,"Plumeless Thistle, Spiny Plumeless Thistle, Spiny Plumeless-Thistle",Threatened
Vascular Plant,Centaurea diffusa,"Diffuse Knapweed, White Knapweed",Endangered
Vascular Plant,Centaurea maculosa,Spotted Knapweed,Species of Concern
Vascular Plant,Centaurea pratensis,Meadow Knapweed,
Vascular Plant,Centaurea repens,"Hardheads, Russian Knapweed",Threatened
Vascular Plant,Chrysanthemum leucanthemum,"Oxeye Daisy, Ox-Eye Daisy",
Vascular Plant,Chrysothamnus viscidiflorus var. viscidiflorus,Yellow Rabbitbrush,In Recovery
Vascular Plant,Cichorium intybus,"Blue Sailors, Chickory, Chicory, Coffeeweed, Common Chicory, French Endive, Succory",Threatened
Vascular Plant,Cirsium arvense,Canada Thistle,Threatened
Vascular Plant,Cirsium canovirens,Graygreen Thistle,Species of Concern
Vascular Plant,Cirsium eatonii,"Eaton's Thistle, Mountaintop Thistle",
Vascular Plant,Cirsium foliosum,"Drummond's Thistle, Elk Thistle, Leafy Thistle, Meadow Thistle",
Vascular Plant,Cirsium scariosum,Evert's Thistle,
Vascular Plant,Cirsium undulatum,"Gray Thistle, Wavyleaf Thistle, Wavy-Leaf Thistle",
Vascular Plant,Conyza canadensis,"Canada Horseweed, Canadian Horseweed, Horseweed, Horseweed Fleabane, Mares Tail, Marestail",
Vascular Plant,Crepis acuminata,"Longleaf Hawksbeard, Long-Leaf Hawksbeard, Tapertip Hawksbeard",Species of Concern
Vascular Plant,Crepis atribarba,"Hawksbeard, Slender Hawksbeard",Species of Concern
Vascular Plant,Crepis elegans,Elegant Hawksbeard,Species of Concern
Vascular Plant,Crepis intermedia,"Gray Hawksbeard, Limestone Hawksbeard",Endangered
Vascular Plant,Crepis modocensis,"Common Hawksbeard, Modoc Hawksbeard, Siskiyou Hawksbeard",Species of Concern
Vascular Plant,Crepis occidentalis ssp. costata,Largeflower Hawksbeard,
Vascular Plant,Crepis tectorum,"Narrowleaf Hawksbeard, Narrow-Leaf Hawk's-Beard, Narrowleaved Hawk's Beard",
Vascular Plant,Ericameria discoidea var. linearis,Whitestem Goldenbush,
Vascular Plant,Ericameria nauseosa var. nauseosa,Rubber Rabbitbrush,
Vascular Plant,Ericameria nauseosa var. oreophila,Rubber Rabbitbrush,Species of Concern
Vascular Plant,Ericameria suffruticosa,"Bighead Goldenbush, Singlehead Goldenbush, Single-Head Heath-Goldenrod",Species of Concern
Vascular Plant,Erigeron acris var. kamtschaticus,"Bitter Daisy, Bitter Fleabane, Blue Fleabane",Species of Concern
Vascular Plant,Erigeron caespitosus,Tufted Fleabane,In Recovery
Vascular Plant,Erigeron corymbosus,Longleaf Fleabane,
Vascular Plant,Erigeron eatonii var. eatonii,"Eaton's Daisy, Eaton's Fleabane",Species of Concern
Vascular Plant,Erigeron formosissimus var. viscidus,Beautiful Fleabane,Species of Concern
Vascular Plant,Erigeron glabellus var. glabellus,"Rough Fleabane, Streamside Fleabane",
Vascular Plant,Erigeron gracilis,Quill Fleabane,Threatened
Vascular Plant,Erigeron linearis,"Desert Yellow Fleabane, Linearleaf Daisy",In Recovery
Vascular Plant,Erigeron lonchophyllus,"Low-Meadow Fleabane, Shortray Boreal Daisy, Short-Ray Boreal-Daisy, Shortray Fleabane, Spearleaf Daisy",Threatened
Vascular Plant,Erigeron ochroleucus var. ochroleucus,Buff Fleabane,Endangered
Vascular Plant,Erigeron ochroleucus var. scribneri,Buff Fleabane,Species of Concern
Vascular Plant,Erigeron pumilus var. gracilior,Shaggy Fleabane,
Vascular Plant,Erigeron rydbergii,Rydberg's Fleabane,
Vascular Plant,Erigeron simplex,"Oneflower Fleabane, Onestem Daisy, Onestem Fleabane, One-Stem Fleabane",
Vascular Plant,Erigeron speciosus,"Aspen Fleabane, Oregon Daisy, Oregon Fleabane, Threenerve Fleabane",
Vascular Plant,Erigeron strigosus,"Daisy Fleabane, Prairie Fleabane, Rough Fleabane",
Vascular Plant,Erigeron tweedyi,Tweedy's Fleabane,Species of Concern
Vascular Plant,Erigeron ursinus,"Bear Daisy, Bear River Fleabane",Endangered
Vascular Plant,Eriophyllum lanatum var. integrifolium,"Common Woolly Sunflower, Wholeleaf Eriophyllum",Species of Concern
Vascular Plant,Eucephalus elegans,Elegant Aster,
Vascular Plant,Eucephalus engelmannii,Engelmann's Aster,
Vascular Plant,Eurybia conspicua,"Eastern Showy Aster, Western Showy Aster",Species of Concern
Vascular Plant,Eurybia integrifolia,Thickstem Aster,Species of Concern
Vascular Plant,Eurybia merita,Subalpine Aster,Endangered
Vascular Plant,Gaillardia aristata,"Common Gaillardia, Gaillardia, Great Blanket-Flower",
Vascular Plant,Gnaphalium palustre,"Cudweed, Lowland Cudweed, Marsh Everlasting, Western Marsh Cudweed",
Vascular Plant,Grindelia squarrosa,"Curlycup Gumweed, Curlytop Gumweed, Gumweed, Rosinweed, Tarweed",Threatened
Vascular Plant,Helianthella quinquenervis,"Fivenerve Helianthella, Nodding Dwarf-Sunflower, Nodding Helianthella",Species of Concern
Vascular Plant,Helianthella uniflora,Oneflower Helianthella,
Vascular Plant,Helianthus annuus,"Annual Sunflower, Common Sunflower, Sunflower, Wild Sunflower",Species of Concern
Vascular Plant,Helianthus nuttallii,Nuttall's Sunflower,
Vascular Plant,Heterotheca villosa var. nana,Hairy False Goldenaster,Endangered
Vascular Plant,Hieracium albiflorum,"White Hawkweed, Whiteflower Hawkweed",Endangered
Vascular Plant,Hieracium caespitosum,"Meadow Hawkweed, Yellow Hawkweed",Species of Concern
Vascular Plant,Hieracium cynoglossoides,Houndstongue Hawkweed,
Vascular Plant,Hieracium floribundum,Yellow Devil Hawkweed,Species of Concern
Vascular Plant,Hulsea algida,"Alpine Hulsea, Pacific Hulsea",Species of Concern
Vascular Plant,Hypochaeris radicata,"Spotted Cats-Ear, Hairy Cats-Ear, Gosmore",Species of Concern
Vascular Plant,Ionactis alpina,"Crag Aster, Lava Aster",
Vascular Plant,Iva xanthifolia,"Burweed Marshelder, Carelessweed, False Ragweed, Giant Marshelder, Giant Sumpweed, Horseweed, Marshelder, Rag Sumpweed",Species of Concern
Vascular Plant,Lactuca biennis,"Tall Blue Lettuce, Wild Blue Lettuce",Species of Concern
Vascular Plant,Lactuca serriola,"China Lettuce, Prickly Lettuce, Wild Lettuce",
Vascular Plant,Logfia arvensis,Field Cottonrose,In Recovery
Vascular Plant,Machaeranthera canescens var. canescens,Hoary Tansyaster,Endangered
Vascular Plant,Madia glomerata,"Cluster Tarweed, Mountain Tarplant, Mountain Tarweed",
Vascular Plant,Matricaria matricarioides,"Disc Mayweed, Pineappleweed",
Vascular Plant,Microseris nutans,"Nodding Microseris, Nodding Silverpuffs",
Vascular Plant,Nothocalais nigrescens,Meadow Prairie-Dandelion,
Vascular Plant,Nothocalais troximoides,"False Agoseris, Weevil Prairie-Dandelion",Species of Concern
Vascular Plant,Onopordum acanthium,Scotch Thistle,
Vascular Plant,Oreostemma alpigenum var. haydenii,"Alpine Aster, Tundra Aster",Species of Concern
Vascular Plant,Packera cana,Woolly Groundsel,
Vascular Plant,Packera dimorphophylla var. paysonii,Payson's Groundsel,In Recovery
Vascular Plant,Packera paupercula,Balsam Groundsel,
Vascular Plant,Packera pseudaurea,Falsegold Groundsel,
Vascular Plant,Packera streptanthifolia,"Cleftleaf Groundsel, Rocky Mountain Groundsel",
Vascular Plant,Packera werneriifolia,Hoary Groundsel,Species of Concern
Vascular Plant,Pseudognaphalium macounii,Macoun's Cudweed,
Vascular Plant,Pseudognaphalium stramineum,"Annual Cudweed, Cotton Cudweed, Cottonbatting Cudweed, Cottonbatting Plant",Endangered
Vascular Plant,Pyrrocoma integrifolia,"Entireleaf Goldenweed, Manysted Goldenweed, Many-Stemmed Goldenweed",
Vascular Plant,Pyrrocoma lanceolata,"Lanceleaf Goldenweed, Lance-Leaf Goldenweed",Species of Concern
Vascular Plant,Pyrrocoma uniflora,Plantain Goldenweed,
Vascular Plant,Ratibida columnifera,"Prairie Coneflower, Redspike Mexican Hat, Upright Prairie Coneflower",Species of Concern
Vascular Plant,Rudbeckia occidentalis,Western Coneflower,In Recovery
Vascular Plant,Senecio crassulus,"Meadow Groundsel, Thickleaf Groundsel, Thickleaf Ragwort",
Vascular Plant,Senecio fremontii var. fremontii,Dwarf Mountain Ragwort,
Vascular Plant,Senecio hydrophilus,"Alkali Marsh Groundsel, Water Groundsel, Water Ragwort",
Vascular Plant,Senecio integerrimus var. exaltatus,"Columbia Groundsel, Columbia Ragwort",Species of Concern
Vascular Plant,Senecio jacobaea,"Ragwort, Stinking Willie, Tansy Ragwort",
Vascular Plant,Senecio lugens,Small Blacktip Ragwort,Threatened
Vascular Plant,Senecio serra var. serra,"Tall Groundsel, Tall Ragwort",
Vascular Plant,Senecio sphaerocephalus,"Ballhead Ragwort, Marsh Groundsel",
Vascular Plant,Senecio triangularis,"Arrowleaf Groundsel, Arrowleaf Ragwort",
Vascular Plant,Senecio vulgaris,"Common Groundsel, Old-Man-In-The-Spring",
Vascular Plant,Solidago canadensis var. salebrosa,"Canadian Goldenrod, Salebrosa Goldenrod",
Vascular Plant,Solidago gigantea,Giant Goldenrod,Species of Concern
Vascular Plant,Solidago missouriensis var. missouriensis,Missouri Goldenrod,Endangered
Vascular Plant,Solidago multiradiata var. scopulorum,"Manyray Goldenrod, Rocky Mountain Goldenrod",
Vascular Plant,Solidago nana,"Baby Goldenrod, Gray Goldenrod",
Vascular Plant,Sonchus arvensis,"Creeping Sowthistle, Field Sowthistle, Field Sow-Thistle, Perennial Sowthistle, Sowthistle",Endangered
Vascular Plant,Sonchus asper,"Perennial Sowthistle, Prickly Sow Thistle, Prickly Sowthistle, Spiny Sowthistle, Spiny-Leaf Sow-Thistle",Endangered
Vascular Plant,Stenotus acaulis,"Stemless Goldenweed, Stemless Mock Goldenweed",
Vascular Plant,Stephanomeria runcinata,"Desert Wirelettuce, Flowering-Straw",Species of Concern
Vascular Plant,Stephanomeria tenuifolia,"Lesser Wirelettuce, Narrowleaf Wirelettuce, Uinta Wirelettuce, Wright's Wirelettuce",
Vascular Plant,Symphyotrichum ascendens,Western Aster,
Vascular Plant,Symphyotrichum boreale,Northern Bog Aster,In Recovery
Vascular Plant,Symphyotrichum campestre,Western Meadow Aster,
Vascular Plant,Symphyotrichum ciliatum,Rayless Alkali Aster,
Vascular Plant,Symphyotrichum eatonii,Eaton's Aster,Species of Concern
Vascular Plant,Symphyotrichum falcatum var. commutatum,White Prairie Aster,
Vascular Plant,Symphyotrichum foliaceum var. apricum,Alpine Leafybract Aster,
Vascular Plant,Symphyotrichum foliaceum var. canbyi,Canby's Aster,
Vascular Plant,Symphyotrichum foliaceum var. parryi,Parry's Aster,Species of Concern
Vascular Plant,Symphyotrichum frondosum,Short-Rayed Alkali Aster,Species of Concern
Vascular Plant,Symphyotrichum lanceolatum var. hesperium,White Panicle Aster,Species of Concern
Vascular Plant,Symphyotrichum spathulatum,Western Mountain Aster,
Vascular Plant,Tanacetum vulgare,"Common Tansy, Garden Tansy, Golden-Buttons, Tansy",Endangered
Vascular Plant,Taraxacum ceratophorum,"Common Dandelion, Woolbearing Dandelion",
Vascular Plant,Taraxacum eriophorum,Woolbearing Dandelion,
Vascular Plant,Taraxacum laevigatum,"Red-Seed Dandelion, Rock Dandelion",Endangered
Vascular Plant,Taraxacum officinale,"Blowball, Common Dandelion, Dandelion, Faceclock",
Vascular Plant,Taraxacum scopulorum,Harp Dandelion,
Vascular Plant,Tetradymia canescens,"Gray Horsebrush, Spineless Horsebrush",
Vascular Plant,Tetradymia spinosa,"Shortspine Horsebrush, Spiny Horsebrush",
Vascular Plant,Tonestus lyallii,"Alpine Goldenweed, Lyall's Goldenweed",
Vascular Plant,Townsendia alpigena,Wyoming Townsend Daisy,Endangered
Vascular Plant,Townsendia condensata var. condensata,Cushion Townsend Daisy,Threatened
Vascular Plant,Townsendia hookeri,"Hooker's Townsend Daisy, Hooker's Townsend-Daisy, Hooker's Townsendia",Species of Concern
Vascular Plant,Townsendia leptotes,"Common Townsend Daisy, Common Townsendia",
Vascular Plant,Townsendia parryi,"Parry's Townsend Daisy, Parry's Townsendia",
Vascular Plant,Townsendia spathulata,Sword Townsend Daisy,Species of Concern
Vascular Plant,Tragopogon dubius,"Common Salsify, Goat's Beard, Goatsbeard, Meadow Goat's-Beard, Salsifis Majeur, Salsify, Western Goat's Beard, Western Salsify, Wild Oysterplant, Yellow Goat's Beard, Yellow Salsify",
Vascular Plant,Tragopogon porrifolius,"Common Salsify, Goatsbeard, Purple Salsify, Salsify",Threatened
Vascular Plant,Wyethia amplexicaulis,"Mule-Ears, Mule's Ear Wyethia, Mulesear Wyethia",Threatened
Vascular Plant,Wyethia helianthoides,"Sunflower Mule-Ears, Whitehead Wyethia",
Vascular Plant,Campanula rapunculoides,"Creeping Bellflower, Rampion Bellflower, Rover Bellflower",Species of Concern
Vascular Plant,Campanula rotundifolia,"Bluebell, Bluebell Bellflower, Bluebell-Of-Scotland, Roundleaf Harebell",Endangered
Vascular Plant,Porterella carnosula,"Fleshy Porterella, Porterplant",
Vascular Plant,Menyanthes trifoliata,"Bog-Bean, Buckbean, Buck-Bean, Common Bogbean",
Vascular Plant,Amsinckia menziesii,"Menzies' Fiddleneck, Smallflower Fiddleneck, Small-Flower Fiddleneck",Species of Concern
Vascular Plant,Asperugo procumbens,"German Mugwort, German-Madwort, Madwort",Species of Concern
Vascular Plant,Cryptantha affinis,"Common Cryptantha, Quill Cryptantha",
Vascular Plant,Cryptantha ambigua,"Basin Cryptantha, Wickes Cryptantha, Wilkes Cryptantha",
Vascular Plant,Cryptantha celosioides,"Buttecandle, Minerscandle",
Vascular Plant,Cryptantha fendleri,"Fendler's Cryptantha, Sanddune Catseye, Sanddune Cryptantha",In Recovery
Vascular Plant,Cryptantha spiculifera,Snake River Cryptantha,
Vascular Plant,Cryptantha torreyana,"Torrey's Cat's-Eye, Torrey's Cryptantha",
Vascular Plant,Cryptantha watsonii,Watson's Cryptantha,
Vascular Plant,Cynoglossum officinale,"Common Houndstongue, Gypsyflower, Gypsy-Flower, Hound's Tongue, Houndstongue",Species of Concern
Vascular Plant,Eritrichium nanum var. elongatum,Arctic Alpine Forget-Me-Not,
Vascular Plant,Hackelia floribunda,"Manyflower Stickseed, Manyflowered Stickseed, Showy Stickseed",Species of Concern
Vascular Plant,Hackelia micrantha,"Jessica Sticktight, Meadow Stickseed",
Vascular Plant,Hackelia patens var. patens,Spotted Stickseed,
Vascular Plant,Lithospermum arvense,"Corn Gromwell, Puccoon",
Vascular Plant,Lithospermum incisum,"Fringed Gromwell, Fringed Puccoon, Narrowleaf Gromwell, Narrowleaf Pucoon, Narrowleaf Stoneseed, Trumpet Stoneseed",Species of Concern
Vascular Plant,Lithospermum ruderale,"Western Gromwell, Western Stoneseed, White Stoneseed",
Vascular Plant,Mertensia alpina,Alpine Bluebells,
Vascular Plant,Mertensia ciliata var. ciliata,"Tall Fringe Bluebells, Tall Fringed Bluebells",
Vascular Plant,Mertensia oblongifolia,"Languid-Lady, Oblongleaf Bluebells",
Vascular Plant,Plagiobothrys scouleri var. hispidulus,"Meadow Popcornflower, Sleeping Popcornflower",
Vascular Plant,Ellisia nyctelea,"Aunt Lucy, False Babyblueeyes, Waterpod",
Vascular Plant,Hesperochiron pumilus,Dwarf Hesperochiron,Endangered
Vascular Plant,Hydrophyllum capitatum var. capitatum,Ballhead Waterleaf,
Vascular Plant,Nemophila breviflora,"Baby Blueeyes, Basin Nemophila, Great Basin Blue-Eyes",
Vascular Plant,Phacelia franklinii,Franklin's Phacelia,
Vascular Plant,Phacelia hastata var. hastata,"Silverleaf Phacelia, Silver-Leaf Scorpion-Weed",
Vascular Plant,Phacelia linearis,"Linearleaf Phacelia, Threadleaf Phacelia",Species of Concern
Vascular Plant,Alyssum alyssoides,"Pale Alyssum, Pale Madwort, Yellow Alyssum",Threatened
